iter	Passed	Remaining
397	4045	6119
398	4053	6105
399	4060	6090
400	4065	6072
401	4076	6064
402	4080	6045
403	4092	6037
404	4097	6019
405	4106	6007
406	4111	5990
407	4118	5976
408	4124	5959
409	4129	5941
410	4157	5957
411	4162	5940
412	4171	5928
413	4177	5913
414	4185	5900
415	4191	5884
416	4201	5873
417	4206	5856
418	4217	5848
419	4223	5832
420	4232	5821
421	4240	5808
422	4248	5794
423	4253	5778
424	4260	5764
425	4266	5749
426	4274	5735
427	4281	5721
428	4285	5704
429	4291	5688
430	4296	5671
431	4301	5655
432	4307	5640
433	4313	5625
434	4318	5609
435	4325	5594
436	4331	5580
437	4338	5566
438	4343	5550
439	4348	5534
440	4354	5520
441	4360	5505
442	4365	5489
443	4373	5476
444	4378	5461
445	4384	5446
446	4390	5431
447	4396	5416
448	4401	5401
449	4407	5387
450	4412	5371
451	4420	5359
452	4425	5344
453	4431	5330
454	4438	5316
455	4443	5301
456	4450	5287
457	4455	5273
458	4461	5258
459	4468	5245
460	4473	5230
461	4479	5215
462	4484	5201
463	4489	5186
464	4495	5171
465	4500	5157
466	4506	5142
467	4513	5130
468	4533	5132
469	4540	5119
470	4547	5107
471	4552	5092
472	4557	5078
473	4563	5064
474	4568	5049
475	4573	5034
476	4579	5021
477	4584	5006
478	4590	4992
479	4595	4978
480	4602	4965
481	4610	4954
482	4616	4941
483	4626	4932
484	4631	4917
485	4636	4903
486	4641	4889
487	4647	4875
488	4653	4862
489	4658	4848
490	4663	4834
491	4668	4820
492	4673	4806
493	4678	4792
494	4683	4778
495	4688	4764
496	4693	4750
497	4698	4736
498	4705	4723
499	4710	4710
500	4719	4700
501	4727	4689
502	4734	4678
503	4739	4664
504	4745	4651
505	4752	4639
506	4758	4627
507	4766	4616
508	4781	4612
509	4787	4599
510	4808	4601
511	4819	4593
512	4834	4589
513	4842	4578
514	4850	4567
515	4857	4556
516	4865	4545
517	4874	4535
518	4880	4523
519	4888	4512
520	4897	4502
521	4930	4514
522	4941	4506
523	4954	4500
524	4965	4492
525	4978	4485
526	4983	4473
527	4990	4461
528	4996	4448
529	5002	4436
530	5007	4423
531	5012	4409
532	5019	4397
533	5025	4385
534	5035	4376
535	5041	4364
536	5059	4362
537	5066	4351
538	5087	4350
539	5101	4345
540	5107	4333
541	5131	4336
542	5147	4332
543	5154	4321
544	5165	4312
545	5170	4299
546	5175	4286
547	5182	4274
548	5189	4262
549	5195	4250
550	5202	4239
551	5207	4226
552	5215	4215
553	5221	4203
554	5228	4192
555	5233	4179
556	5239	4166
557	5244	4154
558	5249	4141
559	5254	4128
560	5260	4116
561	5264	4103
562	5269	4090
563	5275	4078
564	5280	4065
565	5285	4052
566	5290	4040
567	5296	4027
568	5300	4015
569	5307	4003
570	5311	3990
571	5316	3977
572	5321	3965
573	5326	3953
574	5331	3940
575	5336	3928
576	5341	3915
577	5346	3903
578	5351	3891
579	5356	3878
580	5361	3866
581	5367	3854
582	5379	3847
583	5384	3835
584	5388	3822
585	5393	3810
586	5400	3800
587	5405	3787
588	5410	3775
589	5416	3764
590	5421	3752
591	5427	3740
592	5432	3728
593	5437	3716
594	5442	3704
595	5448	3693
596	5455	3682
597	5462	3671
598	5473	3664
599	5480	3653
600	5489	3644
601	5504	3639
602	5511	3628
603	5519	3618
604	5535	3613
605	5543	3604
606	5553	3595
607	5562	3586
608	5571	3577
609	5581	3568
610	5591	3560
611	5600	3550
612	5620	3548
613	5627	3537
614	5636	3528
615	5646	3519
616	5655	3510
617	5669	3504
618	5681	3496
619	5688	3486
620	5699	3478
621	5705	3467
622	5713	3457
623	5719	3446
624	5728	3437
625	5735	3426
626	5745	3417
627	5754	3408
628	5765	3400
629	5779	3394
630	5794	3388
631	5806	3381
632	5817	3372
633	5833	3367
634	5844	3359
635	5877	3364
636	5896	3360
637	5926	3362
638	5964	3369
639	5975	3361
640	5992	3356
641	6006	3349
642	6022	3343
643	6039	3338
644	6053	3331
645	6063	3322
646	6071	3312
647	6091	3308
648	6106	3302
649	6113	3291
650	6126	3284
651	6134	3273
652	6142	3263
653	6149	3253
654	6156	3242
655	6163	3232
656	6168	3220
657	6176	3210
658	6181	3198
659	6190	3189
660	6196	3177
661	6203	3167
662	6210	3156
663	6217	3145
664	6224	3135
665	6235	3127
666	6243	3117
667	6252	3107
668	6259	3097
669	6271	3088
670	6277	3078
671	6288	3069
672	6294	3058
673	6303	3048
674	6312	3039
675	6320	3029
676	6327	3018
677	6335	3008
678	6343	2999
679	6370	2997
680	6382	2989
681	6388	2978
682	6402	2971
683	6415	2963
684	6421	2952
685	6431	2943
686	6442	2935
687	6449	2924
688	6461	2916
689	6467	2905
690	6477	2896
691	6488	2887
692	6495	2877
693	6507	2869
694	6513	2858
695	6522	2848
696	6528	2837
697	6536	2828
698	6541	2816
699	6547	2806
700	6553	2795
701	6558	2784
702	6564	2773
703	6569	2762
704	6574	2750
705	6580	2740
706	6585	2729
707	6590	2718
708	6596	2707
709	6600	2696
710	6605	2684
711	6611	2674
712	6615	2663
713	6621	2652
714	6627	2641
715	6632	2630
716	6636	2619
717	6642	2608
718	6647	2597
719	6652	2586
720	6657	2576
721	6662	2565
722	6667	2554
723	6673	2543
724	6680	2534
725	6686	2523
726	6697	2514
727	6705	2505
728	6710	2494
729	6715	2483
730	6721	2473
731	6727	2463
732	6733	2452
733	6751	2446
734	6763	2438
735	6769	2428
736	6775	2418
737	6780	2407
738	6787	2397
739	6793	2386
740	6799	2376
741	6807	2367
742	6812	2356
743	6821	2347
744	6827	2336
745	6837	2327
746	6843	2317
747	6855	2309
748	6861	2299
749	6874	2291
750	6881	2281
751	6888	2271
752	6894	2261
753	6903	2252
754	6908	2241
755	6915	2231
756	6920	2221
757	6925	2211
758	6933	2201
759	6938	2191
760	6946	2181
761	6952	2171
762	6957	2161
763	6968	2152
764	6973	2142
765	6982	2132
766	6987	2122
767	6994	2112
768	7000	2102
769	7004	2092
770	7013	2082
771	7017	2072
772	7023	2062
773	7031	2053
774	7040	2044
775	7047	2034
776	7056	2025
777	7062	2015
778	7067	2005
779	7075	1995
780	7084	1986
781	7092	1977
782	7097	1966
783	7102	1956
784	7107	1946
785	7112	1936
786	7117	1926
787	7123	1916
788	7128	1906
789	7142	1898
790	7148	1888
791	7153	1878
792	7158	1868
793	7163	1858
794	7169	1848
795	7174	1838
796	7179	1828
797	7185	1818
798	7190	1808
799	7196	1799
800	7201	1789
801	7206	1779
802	7211	1769
803	7216	1759
804	7221	1749
805	7226	1739
806	7234	1730
807	7239	1720
808	7245	1710
809	7250	1700
810	7256	1691
811	7263	1681
812	7269	1672
813	7275	1662
814	7281	1652
815	7286	1643
816	7293	1633
817	7299	1624
818	7304	1614
819	7313	1605
820	7318	1595
821	7326	1586
822	7332	1576
823	7345	1568
824	7351	1559
825	7364	1551
826	7370	1541
827	7377	1532
828	7382	1522
829	7390	1513
830	7399	1504
831	7407	1495
832	7412	1485
833	7419	1476
834	7426	1467
835	7431	1457
836	7441	1449
837	7446	1439
838	7455	1430
839	7460	1421
840	7471	1412
841	7475	1402
842	7482	1393
843	7489	1384
844	7494	1374
845	7503	1365
846	7522	1358
847	7543	1352
848	7554	1343
849	7559	1333
850	7568	1325
851	7573	1315
852	7580	1306
853	7587	1297
854	7594	1287
855	7601	1278
856	7606	1269
857	7616	1260
858	7621	1251
859	7632	1242
860	7641	1233
861	7650	1224
862	7661	1216
863	7669	1207
864	7679	1198
865	7685	1189
866	7692	1180
867	7697	1170
868	7703	1161
869	7709	1152
870	7714	1142
871	7721	1133
872	7726	1124
873	7731	1114
874	7738	1105
875	7743	1096
876	7748	1086
877	7754	1077
878	7759	1068
879	7764	1058
880	7771	1049
881	7777	1040
882	7785	1031
883	7790	1022
884	7799	1013
885	7805	1004
886	7810	995
887	7819	986
888	7827	977
889	7833	968
890	7839	959
891	7844	949
892	7850	940
893	7854	931
894	7859	922
895	7866	913
896	7871	903
897	7876	894
898	7882	885
899	7887	876
900	7891	867
901	7897	858
902	7902	848
903	7906	839
904	7912	830
905	7929	822
906	7934	813
907	7939	804
908	7945	795
909	7950	786
910	7956	777
911	7961	768
912	7966	759
913	7971	750
914	7977	741
915	7981	731
916	7986	722
917	7992	713
918	7996	704
919	8001	695
920	8007	686
921	8012	677
922	8016	668
923	8023	659
924	8028	650
925	8033	641
926	8039	633
927	8043	624
928	8050	615
929	8056	606
930	8060	597
931	8066	588
932	8071	579
933	8076	570
934	8081	561
935	8086	552
936	8091	544
937	8098	535
938	8104	526
939	8109	517
940	8116	508
941	8121	500
942	8126	491
943	8133	482
944	8138	473
945	8143	464
946	8149	456
947	8155	447
948	8161	438
949	8168	429
950	8173	421
951	8179	412
952	8184	403
953	8189	394
954	8195	386
955	8201	377
956	8206	368
957	8212	360
958	8217	351
959	8222	342
960	8229	333
961	8234	325
962	8239	316
963	8244	307
964	8249	299
965	8254	290
966	8261	281
967	8266	273
968	8271	264
969	8277	256
970	8282	247
971	8289	238
972	8305	230
973	8310	221
974	8315	213
975	8322	204
976	8328	196
977	8333	187
978	8340	178
979	8344	170
980	8349	161
981	8355	153
982	8359	144
983	8364	136
984	8370	127
985	8375	118
986	8379	110
987	8385	101
988	8390	93
989	8395	84
990	8401	76
991	8408	67
992	8417	59
993	8423	50
994	8429	42
995	8434	33
996	8440	25
997	8447	16
998	8453	8
999	8468	0
