iter	Logloss
0	0.6294672953
1	0.5655351655
2	0.5204697349
3	0.4770204442
4	0.4410749763
5	0.4039991109
6	0.362289482
7	0.3214672743
8	0.2899003802
9	0.2591723704
10	0.2421297841
11	0.2279226513
12	0.2137577092
13	0.2003782433
14	0.1879830759
15	0.1762620941
16	0.1661689292
17	0.1505757005
18	0.1370409501
19	0.1301041699
20	0.1214605286
21	0.1139571632
22	0.1041619952
23	0.09592335697
24	0.08853600864
25	0.08323283672
26	0.07672080361
27	0.07248480564
28	0.0668943539
29	0.0619777517
30	0.05863208916
31	0.05498776465
32	0.05238830635
33	0.04850946518
34	0.04641157654
35	0.04507997971
36	0.04260916906
37	0.04033698623
38	0.03857411935
39	0.03728853114
40	0.03559978571
41	0.03430204364
42	0.03309137633
43	0.03175885931
44	0.02961306794
45	0.02867050589
46	0.02776940515
47	0.02671385101
48	0.02610909338
49	0.02531857955
50	0.02440310986
51	0.02309402109
52	0.02271142249
53	0.0215174197
54	0.02097388062
55	0.02065439063
56	0.02012974741
57	0.01912172017
58	0.01862377765
59	0.0180032861
60	0.0174538159
61	0.01694774634
62	0.01619661427
63	0.01580065952
64	0.01546638982
65	0.01521413582
66	0.01487214381
67	0.01457624283
68	0.01420673552
69	0.01379723642
70	0.01346147374
71	0.01333824784
72	0.01272350262
73	0.01242896649
74	0.01220657059
75	0.01170854341
76	0.01129578343
77	0.01093749463
78	0.01079681498
79	0.01027057165
80	0.01013276653
81	0.009635761175
82	0.009590063829
83	0.009374730134
84	0.009184793882
85	0.008939767244
86	0.008770626813
87	0.008570564278
88	0.008482790778
89	0.00834473373
90	0.008291640228
91	0.008173220346
92	0.008054570419
93	0.007830505994
94	0.007655953434
95	0.007600087902
96	0.007473262943
97	0.007303854817
98	0.007285612695
99	0.006978394437
100	0.006873769715
101	0.006612547643
102	0.00651074453
103	0.006359979156
104	0.00629343821
105	0.006229443286
106	0.006125790911
107	0.006010083635
108	0.005928502176
109	0.005856360939
110	0.005803551685
111	0.005682579264
112	0.005649393785
113	0.00559076715
114	0.005454621433
115	0.005358231079
116	0.005270440662
117	0.005214275861
118	0.005128683894
119	0.005092125374
120	0.005065025691
121	0.00485948708
122	0.00480956665
123	0.004713838054
124	0.004646106125
125	0.004576933812
126	0.00454502311
127	0.004491852611
128	0.004444978109
129	0.004411688127
130	0.00433358607
131	0.004308710321
132	0.0042375725
133	0.004183486697
134	0.004160983482
135	0.00412585281
136	0.004090660104
137	0.004063963058
138	0.003998457096
139	0.003976466829
140	0.003897436706
141	0.003835491068
142	0.003756126231
143	0.003730316334
144	0.003645397848
145	0.003606399728
146	0.003507231237
147	0.003472735552
148	0.003439638504
149	0.003401546444
150	0.003378712692
151	0.003358217234
152	0.003318502728
153	0.003260932896
154	0.003232601574
155	0.003202796241
156	0.003109603675
157	0.003082702064
158	0.003031611985
159	0.003003475055
160	0.002971330079
161	0.002934315791
162	0.002858919133
163	0.0028189832
164	0.002803372127
165	0.00279536025
166	0.002743975433
167	0.002676812891
168	0.002659429378
169	0.002638729054
170	0.002631181545
171	0.00260736411
172	0.002599981088
173	0.002579482954
174	0.002564115096
175	0.002514165368
176	0.002484651385
177	0.002449101047
178	0.002445765781
179	0.002386833044
180	0.002350589607
181	0.002327409544
182	0.002316350292
183	0.002288637655
184	0.002258554517
185	0.002247030581
186	0.002218866014
187	0.002203046179
188	0.002173439904
189	0.002163851989
190	0.002129293754
191	0.002122135602
192	0.002122139637
193	0.002116840346
194	0.002095589454
195	0.002056980287
196	0.00203970595
197	0.002008575922
198	0.001976241801
199	0.001961124826
200	0.001944792728
201	0.001935889945
202	0.001908162707
203	0.001902708296
204	0.001879545269
205	0.001846916529
206	0.001829688624
207	0.001814426392
208	0.001796975776
209	0.001790475723
210	0.001761255168
211	0.001761246877
212	0.001743569737
213	0.001727775568
214	0.001727775568
215	0.001721596194
216	0.001715749958
217	0.001705284399
218	0.001692111878
219	0.001677921557
220	0.00165366102
221	0.001646927729
222	0.001636055934
223	0.001623605135
224	0.001617566446
225	0.001588408719
226	0.00158022526
227	0.001571907321
228	0.001564662734
229	0.001557876558
230	0.001545876559
231	0.001529302155
232	0.001518571948
233	0.00150324713
234	0.00150324713
235	0.001496321002
236	0.001485339217
237	0.001485309722
238	0.001478266223
239	0.001462826652
240	0.001462809776
241	0.001457011336
242	0.001451057604
243	0.001431438663
244	0.00142385628
245	0.001418148894
246	0.001403885268
247	0.001395017188
248	0.00138626818
249	0.001366168564
250	0.001359242725
251	0.001350161256
252	0.001334408364
253	0.001334408364
254	0.001330804033
255	0.001323875518
256	0.001311061629
257	0.00129892022
258	0.00129046631
259	0.001290450315
260	0.001288939731
261	0.001280091031
262	0.00128009602
263	0.001274153268
264	0.001274151947
265	0.001262637515
266	0.001262637515
267	0.001255459768
268	0.001234021252
269	0.001225701398
270	0.001218726532
271	0.001218698872
272	0.001218700119
273	0.001207700591
274	0.001207700958
275	0.001202234671
276	0.00119724458
277	0.001197237023
278	0.001197260722
279	0.001188080476
280	0.001188056924
281	0.001178276248
282	0.001178257906
283	0.001169391498
284	0.001169357454
285	0.001169361563
286	0.001169373229
287	0.001163562869
288	0.001163557487
289	0.001163564237
290	0.001156245269
291	0.001156223551
292	0.001156235217
293	0.001151283056
294	0.001151311377
295	0.001145419248
296	0.001145387331
297	0.001136134611
298	0.001136134611
299	0.001131665551
300	0.001128285656
301	0.001121791321
302	0.001117852834
303	0.00111785144
304	0.00111785731
305	0.001113640629
306	0.001113633391
307	0.00110450556
308	0.001104503359
309	0.001097801288
310	0.00109780525
311	0.001091630482
312	0.001083890791
313	0.001083912655
314	0.00108386878
315	0.001083894826
316	0.001083924101
